Orador,Texto
"abarca, damaris", m canta la indicación si tiene la palabra convencional maría dice criterio respecto a la indicación número 3 marimar y la mía feliz a vicepresidenta vicepresidente es algo mejor para todas las compañeras convencionales compañeros también a las personas que siguen la transmisión y al colectivo de ética del sat de youtube en el espíritu colaborativo que caracterizó el trabajo la comisión transitoria de ética queremos presentar esta mejora al artículo número 2 sobre la aplicación de este reglamento la constituyente sólo contempla convencionales constituyentes asesores debidamente acreditados funcionales y trabajadores el reglamento general sólo contempló este tipo de personal no a colaboradores por lo tanto no puede hacerse extensiva la norma un grupo de personas no reguladas por dicho reglamento este término también apela a un rol no definido y en vivo que no deja claramente establecido quiénes son los colaboradores el término colaborador significa ampliar desmesuradamente la ámbito aplicación de la norma quienes son colaboradores es colaborador alguien a quien un convencional consulta por un asunto puntual y ésta responde de manera más o menos formal ss un colaborador o colaboradora un experto de una biblioteca de un archivo etcétera es posible aplicar la norma a estas personas nuestra propuesta amplió desmesuradamente el universo de personas las cuales se aplicaría el reglamento por lo tanto en este espíritu de colaboración de enriquecer la propuesta queremos presentar esta indicación para poder subsanar dicho artículo muchas gracias muchas gracias
"abarca, damaris", es para sustituir el artículo 19 se ofrece la palabra respecto de la indicación número 25 pero señor secretario de marina barta tienen la palabra convencional la mar y la barca ya voy a explicar las indicaciones 25 y 28 que pretendemos se aprueben que perfeccionan los artículos 19 20 incorporando un nuevo inciso comprensivo de aquellos casos en que una omisión también constituye violencia o violencia de género en este caso para que se configure la infracción en términos omisivos está solo pero respecto de quien tiene el deber de actuar es decir de quien está en posición de garante la nueva constitución será la casa de todas de todos y de todo esto no lo será y nadie debe sentirse vulnerable ni expuesta a violencia de ningún tipo menos por su género o por ser residencia sección
"abarca, damaris", indicación número 31 han emitido su voto señoras y señores convencionales
"abarca, damaris", la convención constitucional es un hito histórico para nuestro país por primera vez tendremos una constitución que incorpora un espectro diverso y amplio de personas en su redacción por lo mismo reconociendo nuestras diferencias tiempos y espacios es que debemos establecer un protocolo que permita balancear tanto la vida personal como laboral de las y los convencionales así como de todas las personas que prestan servicios a esta convención y que finalmente hacen posible llevar adelante esta enorme tarea las buenas prácticas laborales deben estar presentes en todos los espacios de trabajo en nuestro país y la convención no puede quedar exenta a esto otorgando igualdad de oportunidades para todos y todas es por eso que hoy les invito a otra favor de esta indicación la cual reconoce la compatibilidad de estos dos espacios pero también realza el equilibrio y valor que ambos merecen muchas gracias
"abarca, damaris", simplemente mencionar que sindicación busca dar coherencia con el artículo 21 ya aprobado y hace referencia a los discursos de odio gracias en votación la indicación número 71
"abarca, damaris", género que hace referencia a la violencia de género clase muchas gracias se pone en votación la indicación número 88
"abarca, damaris", de nuevo perdón pasamos a la indicación número 91 decía que es para sustituir la letra d del artículo 40 que ha sido presentada por independiente nueva constitución frente amplio- movimientos sociales constituyentes colectivos de la prueba pueblo constituyente e independientes se ofrece la palabra respecto a la indicación 91 señor secretario de marina marca tiene el abogado de conversión en la variada horca si primero comentó que sindicación presentó un error de redacción si es competencia de la comisión de realización es eliminar la palabra contra se solicita la votación con esa salvedad y mencionar que esta indicación busca dar coherencia con el artículo 21 ya aprobado respecto a los
"abarca, damaris", han quedado retiradas las indicaciones 92 93 y 94 cómo llega así gracias a usted corresponde continuar en consecuencia con la indicación número 95 que incide en la letra h del artículo 40 se ofrece la palabra respecto de la indicación 95 el señor secretario de amarilla barca tiene la palabra convención andra mari favor porque entendemos que los medios en los que nos comunicamos son dinámicos estas técnicas en busca modificar la expresión medios digitales y cambiarlo por cualquier medio comprendiendo que conductas como enviar mensajes intimidatorios o amenazantes se pueden emitir de cualquier forma en consideración a lo anterior les invito a probar gracias muchas gracias en votación la indicación 95
"abarca, damaris", que hacen relación a recomendaciones u orientaciones que por su naturaleza no son vinculantes ni siquiera bajo el concepto de quienes la han emitido como por ejemplo las denominadas
"abarca, damaris", [Aplausos] tiene la palabra a continuación en su discurso de apertura el convencional constituyente señor mario vargas la melisa se basa integrante de la mesa señor secretario compañeras y compañeros convencionales permíteme por favor quiero dar gracias a dios por haberme permitido llegar a este lugar y a mi gran maestro que guía mis pasos el hijo del carpintero aquel que hizo una opción radical por los más pobres que proclamó el amor y la justicia el que desafió a las autoridades de su tiempo a este cristo que camina hoy junto a mi pueblo un cariñoso saludo a la organización de laicos y laicas osorno que durante tres años y medio luchamos contra el estado vaticano y ganamos [Aplausos] vengo del sur sanpaolo puyehue san juan de la costa osorno por rne que rionegro frutillar fresh ya los muermos puerto octay llanquihue y puerto varas vengo de noches heladas y lluvias furiosas de inviernos interminables de hogares cálidos junto a una chimenea o estufa a leña compartiendo en familia una rica sopa y pilla y un mate gente del sur que aprendió que todo se da a su tiempo y en su justa medida hemos aprendido a vivir con calma comprendiendo que la vida no es una carrera soy hijo de hilda y aníbal mis padres a los seis años llegué junto a mis hermanos a la población el esfuerzo en osorno la primera población autoconstrucción en chile aprendí en citó de lo comunitario y solidario de este proyecto social el que tenía más ayudaba al que tenía menos el que sabía más enseñaba al que sabía menos esto marcó mi vida para siempre mi abuelo jose constructor de casas lotes o todos los terrenos en su justa medida es por lo que una de las calles principales hoy día lleva su nombre al fallecer mi abuelo mi padre aníbal continuó su legado también constructor de casas que junto a hombres y mujeres concluye lo mandatado por la comunidad también una de las calles lleva el nombre de mi padre hoy 26 de octubre del año 2021 el hijo del carpintero se apronta a construir su última casa la obra inconclusa la que por años hemos esperado y llorado como pueblo la que se nos negaba a construir por lo tanto me ponga al servicio de esta construcción así como lo hizo alguna vez mi abuelo y mi padre con todos mis talentos conocimientos con mis virtudes pero también con mis defectos una casa linda hermosa donde todos podemos caber donde todas las manos se necesitan una casa justa digna donde todos tengamos lo necesario para vivir una casa intercultural y plurinacional donde se respeten las diferencias una casa democrática donde nuestras voces sean escuchadas una casa donde sus dirigentes sean ejemplo de verdad transparencia y trabajo la casa en donde muchos dejaron sus ojos sus vidas y su libertad la cual reclamamos a gritos libertad de justicia a los que se atrevieron a luchar jamás en esta nueva casa se olvidará su sacrificio honraremos sus nombres en cada esquina y en cada calle este momento histórico requiere estar dispuestos a ser flexibles escuchar a los demás sobre todo escuchar si queremos mantener en nuestro rumbo a toda costa quizás no lleguemos a puerto
